class,GLCM_pan,Mean_Green,Mean_Red,Mean_NIR,SD_pan
0,136.3429461997671,190.9831495293109,86.91706158368294,337.9109711332086,18.32426260681781
0,122.54522949976649,216.77392349797557,98.63351824929772,410.08752700248584,19.46954980254647
0,137.7087867848152,311.9917007177387,142.2438712751081,337.8331989942807,16.048037041071407
0,142.37075796134397,215.37178344055673,89.83498649035378,535.6728669744448,24.56276904688946
0,148.23620349920773,188.7055562455989,92.19525485855333,537.3487789803585,20.3586183681342
0,133.52263015112737,206.9001361373252,98.00135798008994,527.2357208820681,29.46070411587432
0,133.22200728302988,206.28541844534465,94.32443468226838,395.5746719656165,17.215924928863963
0,123.49144142413803,262.9014474852831,168.79992811005408,404.88074532618555,14.898287323946356
0,123.28542956898659,217.42237725578266,107.9039307766812,694.7334057160575,24.473298870214542
0,110.02207246427083,266.8804512362063,153.69587447658472,590.9900743363557,29.177734240906375
0,140.00710949284448,189.1409906412009,77.40949415365066,333.31701495320254,11.75793867123203
0,118.09964425762759,250.9605856305627,124.28699055733891,624.4088640805393,24.1210165629767
0,128.17033249795193,269.3631515553364,182.97639867646683,462.8867403276895,36.30473805898961
0,115.0562763881978,292.8916525851425,117.49661635682848,777.2710926785767,21.578186599110786
0,116.04056874940417,245.38476022022903,120.26849868507882,682.4592644535052,17.069196751205347
0,127.18134566441955,202.54322108124285,88.22513117845803,394.62531064415316,25.34931634927363
0,142.29463562787203,210.94437981006297,93.36953147778053,612.4185964040263,21.194394349458584
0,128.47058768485687,207.99851794902298,90.4094565300072,524.5525892618252,31.623318093303773
0,105.32866822684925,216.81007989181586,104.81148312436895,709.2119359846162,17.68230920559526
0,138.02236301459286,228.74981177976855,102.00957145331176,582.5267932933513,26.577484248178934
0,155.11757625153174,212.46300683243078,97.47468074301041,559.0111847697971,12.033212419519122
0,110.17325801681285,211.11668892040302,87.92499343007721,570.4710535983173,25.117998353896287
0,135.69456423400226,190.11677584739567,80.25322520958042,331.46863794625085,20.145930633852714
0,109.68736847514964,218.56879325328234,100.04674739786716,722.8211455237752,24.28963328074204
0,137.16989706949977,201.43957644360123,83.69859308589464,360.77748498525574,18.596820574419173
0,140.53758980496372,237.44899517413614,104.42838708032554,754.4641995772907,26.625639911627704
0,128.98541244138025,193.74591173812567,100.92412625472319,396.1757951400757,26.41084166674147
0,135.44275406646994,219.42013862326172,95.32835568434868,667.2241901974476,26.59610910556705
0,107.45197052803205,229.50645127935792,109.86047933682013,754.5078125600644,19.163181436281075
0,139.28896441215738,226.2007264768573,117.6498353449212,484.0232522319334,19.38819063577897
0,124.32221931827873,191.0806577005917,77.20673045708837,409.99874020127913,20.330190760510135
0,133.39761918591554,203.03828618660486,88.45227283917984,376.37381508394344,17.924947753826633
0,122.2014894759793,224.31998568911467,103.73873600716904,695.2392819532931,26.51370853364588
0,137.49180568552006,218.6802596213143,101.29658426066852,424.74241924651017,23.080585684096345
0,114.74203920039018,235.60484246014022,107.4073734181547,659.4569068739235,22.996117919041176
0,119.40859914889556,253.21195585722458,124.04017188099219,636.8974565609459,26.534400704086963
0,133.09301843580837,194.56384915805623,85.2262029184274,378.1337397379088,19.389521632778546
0,137.10224986718634,232.74810277239385,101.19570696130172,579.8132931670978,35.77489185963018
0,139.79789864017965,215.97423782969207,118.14297904091418,621.2020160689118,28.60290396669856
0,108.27774904368542,206.70841043204274,101.87046742752754,462.6549527903026,23.312374304841132
0,129.8332508533854,232.94190926092648,109.56013627053613,678.5397874329258,25.308760395989296
0,122.46661880622251,230.8078910669061,117.35587385929878,553.1573219632337,20.07847309467794
0,123.81489816172875,320.7486342158073,200.17302996639458,397.9568292111391,14.800827567528358
0,124.20507560381309,414.1484572352617,372.47377707421236,352.47090370041434,80.87622373415638
0,123.04675927259456,262.2385633435522,143.372028802327,618.596855634696,24.00986334739166
0,115.17837407261756,229.15077441422244,100.03502877317486,755.4976307832474,15.641537662606057
0,122.40443217576679,234.05831805747468,106.65121308737804,674.4972184871258,24.169580666596875
0,124.14595242717488,257.6691800398256,152.12948863752243,539.2206577489372,18.172163766485816
0,112.75898987965832,217.39148978233598,95.45304922856212,567.3803351206062,33.94733233559137
0,130.15023275434817,230.92073565020996,95.46427962920541,553.2347759754635,35.15305227339213
0,142.6020682669576,201.2338336870527,87.11398403240295,522.6888360859148,13.620699877104563
0,116.72420472669452,229.25634673271188,97.08058559002134,720.5008676383392,24.151048391065746
0,132.8632842822651,192.53518900350488,85.86375990145513,421.9257747505145,18.440496596618758
0,121.98562200602224,187.93022917671857,87.3409114577784,287.18052448081187,8.77856106237433
0,123.27817243256416,244.35855662036778,128.1941341764275,578.9004107278129,35.120194528143294
0,121.12035834497694,385.9662376902441,176.82399465400346,573.949826333502,85.77306483067767
0,130.86886210854186,204.5856293754649,93.17442385542469,457.0910863462656,21.85957440884063
0,135.84135451619974,221.0541289950785,103.88558521499768,642.7864987493633,21.268216954812573
0,131.97942008726253,178.57017226455687,101.84806805145142,529.8437682097223,23.80416419843145
0,135.51511389191577,219.2479580410645,92.67030326618384,504.15765896381015,8.995511615491147
