ID,Age,Experience,Income,ZIPCode,Family,CCAvg,Education,Mortgage,SecuritiesAccount,CDAccount,Online,CreditCard,PersonalLoan
4452.0,31.54118785221732,42.2892943560841,53.725607999031936,94302.0,0.9602192625150892,0.010448514069553612,1.0,133.22037693444508,1.0,0.0,1.0,0.0,0.0
2210.0,46.7285642142354,-8.44445686324351,19.24398137572658,90059.0,0.9980924565060298,-0.0010647563680753896,3.0,230.89057066944255,0.0,1.0,0.0,1.0,0.0
831.0,45.062923402780605,7.849398428512636,58.30590867309231,95841.0,3.9635894583759694,-0.08813408483174824,3.0,207.87298313245444,0.0,1.0,0.0,0.0,0.0
3127.0,40.57816667870634,33.76908019722428,56.20715060234456,90009.0,1.7480198166032177,-0.10127442069381414,1.0,131.29715692932658,1.0,0.0,1.0,0.0,0.0
1074.0,54.16220353030847,16.722080786771624,90.53523978953694,94022.0,0.9635302442605904,-0.05124572536049952,1.0,-1.467243512332047,1.0,0.0,0.0,1.0,0.0
1294.0,46.1335893375317,15.757114667387565,94.3418196056424,91343.0,1.50465571055989,-0.07026841681072866,1.0,124.96638485251455,0.0,0.0,1.0,1.0,0.0
18.0,57.21225071027288,25.19730777270432,49.8871601760345,94309.0,1.97019188022044,0.0456337642511705,1.0,299.8489276584061,1.0,1.0,0.0,1.0,0.0
4742.0,36.06299826431499,-10.807357618244723,44.77930048296474,94998.0,0.981524192506631,0.979166582626696,1.0,236.61277784639452,1.0,0.0,0.0,0.0,0.0
4776.0,47.38918527858436,5.511274604393586,17.602361057351843,92096.0,1.7180187831024112,0.022574603216878042,2.0,201.85090566417264,0.0,0.0,0.0,1.0,0.0
1057.0,26.74172520920812,35.14816084677048,29.555584163672208,92064.0,0.9988880191537245,1.7512389700790258,2.0,361.74230531793313,0.0,1.0,0.0,1.0,0.0
808.0,44.02736909725936,28.788282322091316,49.90861205410315,90717.0,0.9767865585341073,0.018955610722793427,1.0,319.3757219440946,0.0,1.0,1.0,1.0,0.0
1990.0,53.04700828654198,35.48606114113027,21.749343153201416,95812.0,1.7179928722668643,1.829571359088348,1.0,77.56967362924013,1.0,0.0,1.0,1.0,0.0
354.0,27.036838549630833,14.200824059288518,72.50028205270421,94132.0,0.9750415987719612,2.19002125623581,1.0,182.5675214909389,1.0,0.0,0.0,0.0,0.0
1760.0,31.58424512745792,26.011224956257102,94.33961301307211,91950.0,1.978782919771415,3.830001238230881,2.0,152.02472242644978,1.0,1.0,1.0,0.0,1.0
2734.0,59.94187031599239,9.371679655957179,60.5049794892618,91030.0,0.9663889784120232,8.281894678842487,1.0,309.848755622627,0.0,0.0,1.0,1.0,0.0
1083.0,54.160816413727616,-3.1291500959014633,102.1285595920084,90275.0,1.6327934687640453,0.07503658153410242,1.0,83.47813119519517,1.0,0.0,0.0,1.0,0.0
2928.0,39.44169490141425,22.723571170660378,21.22589561937838,90210.0,3.0396682366596646,-0.038839353866079625,1.0,243.92011672712792,1.0,0.0,1.0,1.0,0.0
3576.0,60.58563664920198,9.69552404839227,28.254227844852945,92054.0,2.0451006044322684,-0.06681339325505627,2.0,132.2180781384457,1.0,1.0,0.0,1.0,0.0
383.0,35.39495381661849,27.398929969530666,25.724866290555287,94080.0,1.8902974197187294,0.2453401217410829,1.0,331.9232336023863,0.0,0.0,1.0,0.0,0.0
3546.0,45.23094166691969,-2.489948930969142,185.85723717396849,94302.0,3.966128741873361,3.1766405292467828,2.0,313.72531016788975,0.0,1.0,0.0,1.0,1.0
3266.0,43.5485367935239,-4.167430248035281,90.72173510307748,93907.0,0.9629320738913414,0.031542992784168895,1.0,227.36682910849854,0.0,0.0,0.0,1.0,0.0
1623.0,39.68166500467602,19.522250392189186,175.42757772490216,94610.0,0.9680477601758128,3.0619249334694048,2.0,85.63374674893106,1.0,1.0,1.0,1.0,1.0
4179.0,25.440892773042826,3.287339410818728,27.87991394556903,94998.0,1.5809550821027747,-0.11519693457887027,1.0,-1.6831558554185806,1.0,0.0,1.0,0.0,0.0
3985.0,38.36198050114581,-2.9752500571161793,52.447055301763996,95818.0,0.962803252397319,0.04965396308276644,3.0,-1.14327766285234,0.0,0.0,1.0,1.0,0.0
2556.0,57.506868353470225,30.590355418004492,60.9284955965578,94143.0,2.1094124079247516,0.0661838269079858,1.0,106.2930152732568,0.0,0.0,0.0,1.0,0.0
4990.0,43.6153859650512,6.154702912010203,41.75903250267316,95131.0,1.5278246308488421,1.1569191301977688,1.0,243.8288670136437,1.0,0.0,1.0,0.0,0.0
3238.0,32.25431183748955,10.912876249292438,47.43555092538259,90304.0,0.9818767681553767,2.4834038902469646,1.0,516.5073445966085,1.0,1.0,0.0,1.0,0.0
984.0,44.382308870844184,38.74306542449263,33.463525300058166,90035.0,4.2921771676626586,0.01666021146417309,3.0,242.55567730298165,1.0,0.0,1.0,0.0,0.0
3257.0,32.315830906469856,15.146078351005904,58.163481684924946,92106.0,1.755644558650643,-0.02038231414334235,2.0,128.58604681873092,0.0,0.0,0.0,0.0,0.0
2992.0,60.64618939305846,-1.8210652219119885,25.126679706344852,94040.0,3.017327128471088,0.1420412755110966,1.0,202.96208963083456,1.0,0.0,1.0,1.0,0.0
3167.0,58.46731945231795,-5.55753104521081,28.096995295752603,92346.0,1.5106471200358813,0.0011819660374062096,3.0,107.2273033605102,0.0,0.0,0.0,1.0,0.0
3570.0,59.71637829616965,33.90827375364161,119.95887616906825,90509.0,4.3187255305740955,3.374027006503891,3.0,255.32113885831993,0.0,1.0,0.0,1.0,1.0
2173.0,57.5959207030318,3.562795968261413,60.07494330677405,91763.0,0.9851441745676015,1.7121206498018096,1.0,358.723191938679,0.0,0.0,0.0,0.0,0.0
4507.0,44.702505966283695,14.264010383723894,4.4357188850314015,92709.0,4.20980592706423,-0.07052264861344529,1.0,361.3811536289143,0.0,0.0,0.0,1.0,0.0
3733.0,27.649900712405337,9.855416254560978,19.831175553939804,95403.0,3.436302764400597,0.6902039948602025,2.0,119.58184048916839,1.0,1.0,0.0,0.0,0.0
4558.0,56.098158358748336,-4.4579878571617995,65.62035903599259,92821.0,0.9963660374116229,-0.09455352192781058,2.0,120.54300122009643,0.0,0.0,1.0,1.0,0.0
