GLCM_pan,Mean_Green,Mean_Red,Mean_NIR,SD_pan,class
104.73512212473167,365.6049673632241,602.2190097285975,450.71396696984505,41.87513252636726,0.0
95.68505658069101,287.1540855671524,106.14806318998197,671.761315738488,39.87957372222395,0.0
102.85512179166197,231.2598422587888,317.3722307033244,783.3102565701893,35.8472432162731,0.0
93.4590399440971,239.40685684300743,74.21219730440241,674.3324342315738,40.70096776839941,0.0
87.18678582508073,232.66057091570192,182.6005554414208,683.5004828815556,4.7225848193379205,0.0
110.32275548202186,261.6883350809999,76.3762523259485,548.7674049763314,40.80099530259167,0.0
164.50220273178343,443.41334067733135,189.10913452319062,808.3495231253795,39.689552801840385,0.0
146.4154620567136,344.19930645666415,672.9271540444352,786.3667837010915,43.434219072527995,0.0
139.13988501495194,308.44967827719523,171.8896272233926,479.60841793689303,33.88626813302086,0.0
99.40405145299943,274.4448426370878,186.09306295907683,591.9609345736111,32.35090798069868,0.0
108.20231041156467,330.80477092535597,115.03135777667055,443.32017946585654,35.48416651618932,0.0
59.22051042306476,214.15847351664232,143.45810034633584,329.31040001759607,9.341931669290313,1.0
93.71820377876408,227.10401710843112,290.8808853938061,650.1555746116976,45.27403730794161,0.0
129.23507635363652,332.9404590203997,399.1923649523759,820.2945201515435,39.43496303783613,0.0
102.75844198710863,368.752481459436,111.85586631547015,634.3737970715332,35.31011639751174,0.0
175.98605340487757,221.72526608794945,238.5637081623175,666.1513804104874,36.52067599640044,0.0
146.03627003943345,303.05728541069703,186.9048313301586,843.3492470354214,43.85879805271463,0.0
149.0714307148479,314.32137936815883,97.56637068351783,750.4447471235212,38.51000381590378,0.0
148.83240126210956,297.7040806736831,176.9221355649584,946.9190386001729,39.37644722363122,0.0
106.00709060497232,225.24171618420178,269.9145101725173,693.326570369905,35.78931976770727,0.0
108.18606698409259,188.62380132773652,104.61828156509071,732.886303857905,40.1584642255493,0.0
112.25648261229807,435.6091398481487,219.07621110136756,814.6932263477875,40.1711935750564,0.0
95.85993725058987,299.93341182986904,230.2506273019994,791.2698323754198,51.20549861249867,0.0
140.8159697447708,292.26489953613304,165.35096909943286,892.3833655713067,37.79167579659324,0.0
148.7436652680491,309.16367769315985,92.80494995726428,707.2930090565707,46.22204843424399,0.0
104.33221146680897,299.4302758945734,269.55219406182323,508.07843622592947,45.37460097755477,0.0
87.36947884236612,235.87245846212073,184.77403518458226,719.3883473210828,35.455564249622874,0.0
103.10152620686219,366.57781669063303,199.1486340785234,776.5142441870851,40.54920326660576,0.0
132.09716448333847,203.8709633043097,106.17937149386911,688.7764173384112,40.24798283073172,0.0
105.36993574733307,163.25222210030333,114.08195752894592,627.476687627608,9.383691206066564,0.0
115.32753565584919,432.02387243535577,97.94982290385202,695.4127718965167,42.437239241373184,0.0
146.4056672687184,425.77897972941446,231.63784941605897,824.9886483385056,27.77874833590719,0.0
134.38870100565032,300.51828315261815,168.94977670444928,499.91351865393983,35.75721877333138,0.0
77.54286404129867,337.175743431299,461.4370156859021,672.131023885052,38.42960705947174,0.0
138.97500030869787,244.28810630378197,117.19299005469523,670.5337169074802,38.54203350786741,0.0
103.86308532787467,338.9134886973731,75.5915426909383,683.9877055878177,45.032329755699756,0.0
112.82300606142239,276.4573548416342,184.77762741939108,728.0607654870613,36.86557809738614,0.0
100.92747474854123,424.5340829504183,600.1193802397453,132.16120688354064,27.151434169659222,0.0
103.43535611997099,259.05896313788907,198.9385895092779,623.9183028775133,28.754962007761435,0.0
94.51359192359797,297.7457363783201,113.64252328145322,754.1390158243644,45.43173914403717,0.0
107.15964331961527,294.557168362432,105.92413016427494,672.5715953075219,0.8732436591284009,0.0
105.51613390558643,362.5196017358869,725.3193007916,660.5070430944769,36.06488188382438,0.0
112.96849339382933,353.6144523656695,110.94871701487111,801.4178728141079,19.418391720263646,0.0
149.85006301075518,464.0197285175508,260.93785506322837,214.80798723509918,43.63958168519601,0.0
