P1,P5p1,P6p2,P11p4,P14p9,P15p1,P15p3,P16p2,P18p2,P27p4,H2p2,H8p2,H10p1,H13p1,H18pA,H40p4,price
252070.05708179317,0.457830692373259,0.48678854105046576,0.01125787871400765,0.07643925194588697,0.19443757556965363,0.4481692346952909,0.24151777463769233,0.000206703356405616,0.18309823998869074,0.2671284841516115,0.09705198128658714,0.978768773441082,0.04685814390420484,0.45348558748071477,0.06073246347472536,377000.0
567428.7927146624,0.5993662118304327,0.8536897854700625,0.8940446248517436,0.1540448188771062,0.38973892090499035,0.2825959736753168,0.25944229892313914,0.06230745918672523,0.25347999454187276,0.16196398069343917,0.8887061001434119,0.9981217271309101,0.3803206902235909,0.7452660256724798,0.028219275050636747,20300.0
98703.24768755377,0.46783078285329255,0.8840133415034206,0.8788164212448597,0.30893577787162746,0.04210303915372395,0.00617904876108735,0.20203118853321217,0.002066486595437905,0.018041510427638022,0.03337988861772939,0.963992347596771,0.4225605060347304,0.3379331475169024,0.4068047233407804,0.9817944051977217,23300.0
542240.6905407404,0.5963356034856127,0.8526379865945286,0.9449228509242718,0.1338529850001173,0.18452147510841818,0.40518929471447135,0.2595178393723474,0.00019021064309084553,0.11601550426347627,0.03233266595103915,0.8182775879613953,0.29915588268927656,0.4877720315499485,0.07673756694928263,0.9901074417032658,23600.0
704601.742013205,0.43379016428017203,0.8197992390716388,0.9173302958490714,0.2669188927992608,0.1952298619474917,0.46845338666521175,0.47404347008584813,0.084816315716551,0.04425770885701804,0.06097497122974607,0.9867504438179874,0.6217587131624708,0.40459309137239996,0.790733092867623,0.9888405093505636,55800.0
1661198.1327870698,0.537763688228011,0.9676818627660051,0.35192432911387445,0.2634375583848664,0.6876057066951574,0.34397847295228007,0.203830417578408,0.03655146315340909,0.046075652416629094,0.37055508571000967,0.9309763091534927,0.8169033474783687,0.5093130137201264,0.3306179949954136,-0.0013912933482320775,14999.0
599831.9311333364,0.4291293769067093,0.9956003164500483,0.5391215308869798,0.06726073915748536,0.17149078835422482,0.03290293001367006,0.3338861851395885,0.08531575166555663,0.22624709738744997,0.008361614938666514,0.9066445469492819,0.8255298033142718,0.49843057399654256,0.3654354365073805,0.024491848916818843,139800.0
624428.4714156794,0.5285939932758833,0.06609468210024981,0.6273497862933373,0.3056822672509208,0.5056488374045173,0.0397298209939123,0.4534817218056988,0.02414338312274396,0.12335670230841733,0.06022358218556184,1.048990668277526,0.7614202037272679,0.12615177142004386,0.15304553331934206,0.9817271740981791,178800.0
115017.9192478604,0.45717451078577,0.4734394149344658,0.8957536868651809,0.15611172040502191,0.20900607842071312,0.2933324066372911,0.253083136914946,0.00011490328650875012,0.15521994365530414,0.1739949165970008,0.5154739792560589,0.33900921126469974,0.5144221299288643,0.750606302776875,0.022713100730512026,19600.0
219166.2515659941,0.4510698713676047,0.8102009232227179,0.4431118372645383,0.23449376701391816,0.40804775052658826,0.24343060420093177,0.23023238111917307,0.0021442316719293836,-0.002174212597670131,0.022998964331474376,1.024050109046496,0.4110019859802051,0.5161944810688625,0.5650609003191591,0.01849002187322028,153100.0
707092.3290436213,0.443762426745941,0.8007594827122793,0.2041157435892811,0.13261596014605412,0.39569137450698766,0.03817949778219639,0.23690513039671227,0.05307153246295536,0.20909483246788188,0.3056752962496154,0.22746824517505543,1.000120546271155,0.5336615622749252,0.6396862010468454,0.026696263124515594,19700.0
697233.5659972085,0.46728725784180963,0.8786960700813932,0.3704916442372758,0.13656257262703922,0.9739484437108473,0.15679220856309617,0.5813112019903676,0.01919729374920274,0.0733519631960645,0.19190845032243653,0.8421316071929799,0.4459075852211885,0.4745787826221949,0.17319170560495084,0.025331108132532053,14999.0
76633.71406959082,0.5970635805725529,0.8620570057717568,0.9557430485017238,0.06704417821360079,0.48278247663489304,0.4523365876271212,0.26218578502329704,0.0002625328343375752,0.11761307326719375,0.1270188485342122,0.8412222694922991,0.9843764785981305,0.5195335826202279,0.6016666647510857,0.9836195284440993,32400.0
1604432.8363111457,0.5184583134323579,0.8457970392029671,0.6859369157160012,0.31458048367566693,0.7063196745729153,0.05781610116903304,0.2698962768912276,0.06396219487389619,0.040035453913267564,0.20648728169789526,0.9070608142578996,0.3121486953316174,0.48729428028510635,0.1665507148444282,0.9811634876516189,44700.0
59255.09190405619,0.4970854453551135,0.0913155022384485,0.8732217514355358,0.21052253839959953,0.6647388684013102,0.03523873098503616,0.21711663089065492,0.06305820922151359,0.0004504919948547199,0.3094233992222672,0.150211143169257,0.49543291477398943,0.47878258054343725,0.65296909993468,0.016374369581948912,145000.0
3811.4288533209838,0.532167330633111,0.865430157294939,0.7093280250963082,0.011205006397963327,0.8884474574122818,0.0026555755859633944,0.14703239747992988,0.0019207389286415109,0.12613576863810091,-0.005435687017378285,1.010916756056957,0.9887928503802005,0.39948248407157594,0.008129733109024357,0.9907379986602678,25000.0
74321.10429280021,0.6014132541733012,0.028909553389956856,0.072105333388501,0.29560260250930925,0.049309735503181386,0.4496546290684783,0.2238900559158741,0.000286622113046338,0.003860583681278679,0.20092133734424983,1.0373332013424146,0.27806922821787305,0.18562499939243166,0.15077196328474193,0.9900565443148024,25600.0
3801674.6067492953,0.6011629356751151,0.006729885643830818,0.12044907923501469,0.31365087700531485,0.3308629751511362,0.15926731916237238,0.9446966282138555,0.00029029145737160226,0.05135448380219048,0.2705894554249539,0.007127755307072575,0.7155895614330081,0.5895441043699823,0.008343201517772477,0.847950262581516,72000.0
596176.4633828199,0.5945808090598581,0.8548977811017431,0.5330206617828378,0.26510179419104907,0.18494537331079577,0.4253610647202232,0.2456108541224256,0.00015460311648998024,0.030676700859826753,0.2723305411129443,0.002174453040815469,0.3283894605604647,0.48805199027518364,0.7571697230348073,0.9844078758956499,43700.0
1696099.7615934878,0.40049919744559376,0.5206087753306784,0.9453494719807958,0.26881949427535107,0.4399293862116182,0.25473163801651877,0.3761750570657068,0.08680766877007846,0.08670465230149617,0.03557628745543271,0.4224539410981515,0.8698323780497043,0.23903762467450218,0.011969333590050256,0.02009839069716831,67500.0
3721394.2339086216,0.6111561587839004,-0.0007900752582137181,0.7667228645690511,0.1748315560726356,0.4889753957786586,0.004403194851501155,0.24184346917421387,0.0009900545496373222,0.02149315907785506,0.11572911634256836,0.888763642061468,0.9986171375707863,0.5652673945283462,0.3105296566566368,0.9890634733093676,15200.0
232145.3028902235,0.600582005099728,0.897624034218741,0.46882961425444264,0.011986346713099855,0.225112091462204,0.1526401944141548,0.4734677960437587,0.034413989608225226,0.2573274737022428,0.21320502851658182,0.2637105070807485,0.3758933221500295,0.488834141475034,0.7790828370795523,0.9299068306383858,0.0
